source,lat,lon,date,score,status,note
Middle Red Creek,34.17115,-111.75654,2018-11-11,0.6,Medium flow,"Nice and clear. Only one section of dry bed, otherwise flow all the way to Verde River."
Mineral Creek,34.16615,-111.42708,2017-03-26,0.6,Medium flow,
Mineral Spring,34.17429,-111.46236,2017-03-26,0.6,Quart per minute,
Mountain Spring - Mazatzal,34.10090,-111.57270,2017-09-01,0.2,Dripping,"Some trickle along creek, cement trough was full (and quite green)."
Mountain Spring - Mazatzal,34.10090,-111.57270,2018-06-09,0.2,Dripping,"Cement trough was 3/4 full of green, stagnant water. Taste was hard to get past."
Mountain Spring - Mazatzal,34.10090,-111.57270,2018-09-03,0.2,Dripping,"Murky, unpleasant taste and odor. Probably the worst I've seen it."
Pete's Pond,34.14807,-111.50499,2017-03-26,0.8,76-100% full,
Pigeon Spring,34.00292,-111.44486,2017-05-20,0.2,Dripping,"Small pools below spring, trough was maybe 1/2 full of pea soup."
Pigeon Spring,34.00292,-111.44486,2017-07-08,0.2,Dripping,"Murky and green, could be filtered in a pinch (I wouldn't)."
Pole Hollow Spring,34.18743,-111.45299,2017-03-26,0.8,Gallon per minute,
Polk Spring,34.23508,-111.50960,2018-12-05,0.8,Gallon per minute,"Beautiful area, lots and lots of water."
Red Creek Rapids,34.16170,-111.72070,2017-11-05,0.8,Heavy flow,"Over 2' deep in middle, challenging to cross."
Red Creek Rapids,34.16170,-111.72070,2018-11-11,0.8,Heavy flow,"Over 2' deep, challenging to cross."
Red Metal Tank,34.21105,-111.55780,2018-12-05,0.0,Dry,Nothing.
Red Rock Spring,34.05175,-111.53538,2017-11-18,0.6,Quart per minute,"Flowing right across Davenport Wash Trail crossing, most convenient."
Red Saddle Tank,34.25725,-111.51990,2018-12-05,0.6,51-75% full,"Lots of mud, murky water would be hard to reach and totally not worth it."
Rock Creek,34.22920,-111.51320,2018-12-05,0.8,Heavy flow,Almost as much water flowing into the E Verde as... the E Verde itself.
Rock Creek Falls - Mazatzal Wilderness,34.12599,-111.46929,2016-09-23,0.2,Pools to trickle,Few pools right next to trail crossing. Water was murky but filtered just fine. No trickles.
Rock Spring,34.04226,-111.56181,2016-03-05,0.0,Dry,
Rock Spring,34.04226,-111.56181,2017-09-01,0.0,Dry,
Rock Spring,34.04226,-111.56181,2017-11-18,0.0,Dry,
Round Spring,34.00082,-111.55751,2017-04-14,0.6,Quart per minute,Overflowing spring.
Round Spring,34.00082,-111.55751,2017-11-18,0.0,Dry,
SE 5395 Spring,34.18537,-111.49604,2017-03-26,0.6,Quart per minute,
SE 5395 Spring,34.18537,-111.49604,2017-12-29,0.0,Dry,
Saddle Ridge Pasture Tank,34.35103,-111.55290,2018-12-05,0.8,76-100% full,
Sears TH Spring,33.97755,-111.67272,2017-04-14,0.2,Dripping,Ugly green ponds of water.
Sheep Creek,33.91800,-111.65136,2018-02-11,0.6,Medium flow,"Was flowing great near Fig Cabin, dries up about 1/2 mile downstream."
Sheep Creek - Upper SE Fork,33.99828,-111.55565,2017-04-14,0.4,Light flow,
Sheep Creek - Upper SE Fork,33.99828,-111.55565,2017-11-18,0.0,Dry,
Sheep Creek Seep,33.99468,-111.54877,2017-04-14,0.6,Quart per minute,
South Fork Deer Creek,34.03722,-111.38950,2017-07-08,0.2,Pools to trickle,Pools as high as 5500'.
Spring Wash,34.11587,-111.71542,2017-11-05,0.0,Dry,"Some huge sycamores, but no water, at crossing."
Squaw Flat Spring,33.97048,-111.51903,2017-04-14,0.0,Dry,No sign of dampness or spring.
Squaw Flat Spring,33.97048,-111.51903,2017-06-11,0.0,Dry,
Squaw Flat Spring,33.97048,-111.51903,2017-11-18,0.0,Dry,
Strawberry Creek,34.39031,-111.55403,2017-06-24,0.2,Pools to trickle,"Some promising pools where it flows into Hardscrabble, under the powerlines."
Sycamore Creek,34.07856,-111.70440,2017-11-05,0.0,Dry,
Sycamore Creek,34.07856,-111.70440,2018-06-09,0.0,Dry,
Sycamore Creek,34.07856,-111.70440,2018-09-03,0.4,Light flow,Looks great at Verde River #11 crossing.
Sycamore Creek @ Dutchman Grave Trail,34.11668,-111.65525,2018-06-09,0.0,Dry,
Sycamore Creek @ Dutchman Grave Trail,34.11668,-111.65525,2018-09-03,0.0,Dry,
Thicket Spring,33.99087,-111.48458,2017-06-11,0.0,Dry,Dry at spring. Water can be found downstream along Cornucopia Trail.
Upper McFarland @ #88/95,33.96905,-111.50807,2017-06-11,0.2,Pools to trickle,Pools below junction.
Upper McFarland @ #88/95,33.96905,-111.50807,2017-11-18,0.2,Pools to trickle,"Two large pools with clean, clear water."
Upper Sheep Creek Spring,33.92500,-111.52056,2021-02-27,0.0,Dry,One sad pool spotted above marked spring.
Wet Bottom Creek,34.15309,-111.71209,2017-11-05,0.2,Pools to trickle,"Only saw one small pool at trail crossing, no trickle."
Wet Bottom Creek - Red Hills #262,34.15939,-111.57543,2017-12-29,0.2,Pools to trickle,"Two tiny, stagnant pools above the trail crossing, barely worth mentioning."
Wet Bottom Creek - Red Hills #262,34.15939,-111.57543,2018-09-03,0.6,Medium flow,Amazing.
Whiterock Spring,34.26964,-111.51859,2018-12-05,0.8,Gallon per minute,"Tank was overflowing with clear, cold water."
Willow Spring,34.09082,-111.59829,2018-06-09,0.6,Quart per minute,"Several pools trickling into each other. Water was clear and tasted great. Lots of water bugs, bees, wasps, and hawks to share the space with."
Windsor Spring,34.05783,-111.46880,2017-05-06,0.2,Dripping,Few stagnant pools.
Y Bar Spring,34.05646,-111.45440,2016-04-02,0.6,Quart per minute,Running right across the trail.
Y Bar Spring,34.05646,-111.45440,2017-05-06,0.2,Dripping,"Actual marked spring was dry. Another one, few yards to the west, was dripping and flowing across the trail. No good spots to pull/collect from."
